00084f30	Unsubscribe__12cMsgReceiverPc	cMsgReceiver::Unsubscribe(char *)
00083860	SetMixSpeed__25cSoundChannel_SoftwareMixUs	cSoundChannel_SoftwareMix::SetMixSpeed(unsigned short)
00087760	GetWorkBuffer__C4cVVC	cVVC::GetWorkBuffer() const
0004c9d0	SaveAsBMP_15__FR7cBitmapPCc	SaveAsBMP_15(cBitmap &, const char *)
00082e60	GetVolume__3cAO	cAO::GetVolume()
00084bb0	GetLength__10cOldString	cOldString::GetLength()
0005aac0	GetWordLength__10cVOTextBoxPc	cVOTextBox::GetWordLength(char *)
000af140	__vt_9cKeyboard	cKeyboard virtual table
0006ef90	PutAnimBitmapSub_I__9cGD_LFB24R11cAnimBitmapUlRC10cRectangleRCt6tPoint1ZlP12cPaletteFull	cGD_LFB24::PutAnimBitmapSub_I(cAnimBitmap &, unsigned long, const cRectangle &, const tPoint<long> &, cPaletteFull *)
000970f0	__thunk_12__Validate__10cData_Font	[thunk 12] cData_Font::_Validate()
00057640	Load__10cData_Font	cData_Font::Load()
000ac780	__vt_16cSoundCard_Linux	cSoundCard_Linux virtual table
00089f70	PutBitmapSub__3cGDR7cBitmapRCt6tPoint1ZlP12cPaletteFull	cGD::PutBitmapSub(cBitmap &, const tPoint<long> &, cPaletteFull *)
0008dec0	RefreshFocus__10cIntuition	cIntuition::RefreshFocus()
00080750	_GLOBAL_.I._7cRandom.A	_GLOBAL_.I._7cRandom.A
00083550	GetDataUBMR__25cSoundChannel_SoftwareMix	cSoundChannel_SoftwareMix::GetDataUBMR()
000819a0	MixUBM__6cMixerUlR25cSoundChannel_SoftwareMix	cMixer::MixUBM(unsigned long, cSoundChannel_SoftwareMix &)
00071c10	SaveBitmap_I__9cGD_LFB32R7cBitmapRC10cRectangleRCt6tPoint1Zl	cGD_LFB32::SaveBitmap_I(cBitmap &, const cRectangle &, const tPoint<long> &)
0004c320	SaveAsMVP__FR7cBitmapPCc	SaveAsMVP(cBitmap &, const char *)
000956c0	__ml__8cDayTimed	cDayTime::operator*(double)
000816e0	Fill__6cMixerUlR25cSoundChannel_SoftwareMix	cMixer::Fill(unsigned long, cSoundChannel_SoftwareMix &)
00055110	CountLines__9cTextFilePi	cTextFile::CountLines(int *)
00044f80	__tf10cVOConsole	cVOConsole type_info function
0008fbc0	Resize__8cVObjectRC10cDimension	cVObject::Resize(const cDimension &)
00084cc0	GetLength__FPCc	GetLength(const char *)
00082840	SetVolume__3cAORC7cVolume	cAO::SetVolume(const cVolume &)
000749f0	VLine__9cGD_LFB32RCt6tPoint1ZlUlG6cColor	cGD_LFB32::VLine(const tPoint<long> &, unsigned long, cColor)
0005d9c0	LFB24_PutBitmap8Add	LFB24_PutBitmap8Add
000c6a00	safefilelog	safefilelog
00084c40	StrCmp__FPCcT0	StrCmp(const char *, const char *)
00095cf0	GetVal__10cSemaphore	cSemaphore::GetVal()
000c7024	__ti9cLibMouse	cLibMouse type_info node
00095b60	CreateEventManager__11cSyncSystem	cSyncSystem::CreateEventManager()
000968b0	__thunk_12__Validate__13cData_Palette	[thunk 12] cData_Palette::_Validate()
000532f0	GetPosition__24cCompatibilityFileSystem	cCompatibilityFileSystem::GetPosition()
00098c96	_etext	_etext
0009aa40	__vt_10cVOListReq	cVOListReq virtual table
000465d0	PaintText__10cVOAButtonR3cGDRCt6tPoint1ZlRC10cRectangle	cVOAButton::PaintText(cGD &, const tPoint<long> &, const cRectangle &)
00092ef0	SetSoundFormat__16cSoundCard_LinuxUc	cSoundCard_Linux::SetSoundFormat(unsigned char)
00094040	_._16cIPXSocket_Linux	cIPXSocket_Linux::~cIPXSocket_Linux()
00093150	__tf16cSoundCard_Linux	cSoundCard_Linux type_info function
000964c0	_._t5tNode1Z9cMemBlock	tNode<cMemBlock>::~tNode()
00080d80	__tf7cSample	cSample type_info function
000c71f8	__ti25cSoundChannel_SoftwareMix	cSoundChannel_SoftwareMix type_info node
00074ef0	PutBitmapLMask_I__8cGD_LFB8R7cBitmapT1RC10cRectangleRCt6tPoint1ZlP12cPaletteFull	cGD_LFB8::PutBitmapLMask_I(cBitmap &, cBitmap &, const cRectangle &, const tPoint<long> &, cPaletteFull *)
0006f560	PutPixel__9cGD_LFB24RCt6tPoint1ZlG6cColor	cGD_LFB24::PutPixel(const tPoint<long> &, cColor)
0004b930	Process_Text__15cAnimTextReaderPcUl	cAnimTextReader::Process_Text(char *, unsigned long)
00094530	__tf16cIPCSystem_Linux	cIPCSystem_Linux type_info function
000968f0	Filter3__5sSPR1	sSPR1::Filter3()
0004bf30	__7cDirentRC11cDirentname	cDirent::cDirent(const cDirentname &)
000c6e34	__ti16cData_AnimBitmap	cData_AnimBitmap type_info node
000968a0	__thunk_12__Validate__12cData_Bitmap	[thunk 12] cData_Bitmap::_Validate()
000985f0	__t9tMemBlock1ZcRCt9tMemBlock1Zc	tMemBlock<char>::tMemBlock(const tMemBlock<char> &)
000c6640	StdConv	StdConv
000967a0	__tf7cVTimer	cVTimer type_info function
0007f960	__8cConvertRC8cPaletteT1Ul	cConvert::cConvert(const cPalette &, const cPalette &, unsigned long)
0007e710	InsEndItem__12cVOMultiLinePCc	cVOMultiLine::InsEndItem(const char *)
00054e20	GetPosition__9cTextFile	cTextFile::GetPosition()
00091c00	SVGAMOUSE_Init__Fv	SVGAMOUSE_Init()
000462e0	CreateDPal__10cVOAButton	cVOAButton::CreateDPal()
0005f5a0	__5cNode	cNode::cNode()
000966e0	__thunk_24__._13cAnimSkeleton	[thunk 24] cAnimSkeleton::~cAnimSkeleton()
000612d0	PutBitmapAdd_I__9cGD_LFB15R7cBitmapRC10cRectangleRCt6tPoint1ZlP12cPaletteFull	cGD_LFB15::PutBitmapAdd_I(cBitmap &, const cRectangle &, const tPoint<long> &, cPaletteFull *)
0004b8f0	__15cAnimTextReaderPcUl	cAnimTextReader::cAnimTextReader(char *, unsigned long)
00046710	Paint__10cVOAButtonR3cGDRCt6tPoint1ZlRC10cRectangle	cVOAButton::Paint(cGD &, const tPoint<long> &, const cRectangle &)
0008fbb0	IsGottaRemove__8cVObject	cVObject::IsGottaRemove()
00094180	Broadcast__16cIPXSocket_LinuxPCvUlUl	cIPXSocket_Linux::Broadcast(const void *, unsigned long, unsigned long)
00083510	GetDataSLEWM__25cSoundChannel_SoftwareMix	cSoundChannel_SoftwareMix::GetDataSLEWM()
000a3100	__vt_9cGD_LFB24	cGD_LFB24 virtual table
00050110	__22cSharedData_AnimBitmapPCcb	cSharedData_AnimBitmap::cSharedData_AnimBitmap(const char *, bool)
000c73b4	__ti10cIPXSocket	cIPXSocket type_info node
0005eeb0	AddFirst__6cHListP6cHNode	cHList::AddFirst(cHNode *)
00096fd0	_._9cFFHidden	cFFHidden::~cFFHidden()
00085790	Receive__12cMsgReceiverUlG3PTR	cMsgReceiver::Receive(unsigned long, PTR)
0008d590	SetQualifierState__10cIntuition	cIntuition::SetQualifierState()
0007fd00	__8cPalette	cPalette::cPalette()
000c6d40	__tit9tMemBlock1ZUc	tMemBlock<unsigned char> type_info node
00048d90	_._10cVOListReq	cVOListReq::~cVOListReq()
00043310	SetConsole__6cShellP8cConsole	cShell::SetConsole(cConsole *)
000929c0	Main__20cSoundRecorderThread	cSoundRecorderThread::Main()
00079480	IsBlockMode__9cIPCO_IPX	cIPCO_IPX::IsBlockMode()
00076eb0	PutAnimBitmapLMask_I__9cGD_SFB16R11cAnimBitmapUlR7cBitmapRC10cRectangleRCt6tPoint1ZlP12cPaletteFull	cGD_SFB16::PutAnimBitmapLMask_I(cAnimBitmap &, unsigned long, cBitmap &, const cRectangle &, const tPoint<long> &, cPaletteFull *)
00096eb0	_._8cFFilter	cFFilter::~cFFilter()
0007b3b0	Use__13cSystemMemoryR9cMemBlock	cSystemMemory::Use(cMemBlock &)
0005f2e0	UnLinkList__5cList	cList::UnLinkList()
0005c4d0	LFB15_FillAlfa	LFB15_FillAlfa
00061970	PutBitmapSub_I__9cGD_LFB15R7cBitmapRC10cRectangleRCt6tPoint1ZlP12cPaletteFull	cGD_LFB15::PutBitmapSub_I(cBitmap &, const cRectangle &, const tPoint<long> &, cPaletteFull *)
00084930	__as__10cOldStringPCc	cOldString::operator=(const char *)
000c5a20	Palette16	Palette16
0004eac0	LoadMP__16cData_AnimBitmapPUcUl	cData_AnimBitmap::LoadMP(unsigned char *, unsigned long)
0004b840	GetText__15cAnimTextReader	cAnimTextReader::GetText()
00052d80	FindClass__10cEnvSystemPCc	cEnvSystem::FindClass(const char *)
000c6d50	__tit6tHNode1Z8cVObject	tHNode<cVObject> type_info node
00043360	__tf6cShell	cShell type_info function
00089c50	PutBitmapAMask__3cGDR7cBitmapRCt6tPoint1ZlRC10cRectangleP12cPaletteFull	cGD::PutBitmapAMask(cBitmap &, const tPoint<long> &, const cRectangle &, cPaletteFull *)
00090470	__7cVolumes	cVolume::cVolume(short)
0004c600	__Q210sBMPHeader14sBMPInfoHeaderRC10cDimension	sBMPHeader::sBMPInfoHeader::sBMPInfoHeader(const cDimension &)
00096840	GetPixelSize__F7eBMType	GetPixelSize(eBMType)
000a5e04	__vt_15cIPCSession_IPX.11cIPCSession	cIPCSession_IPX virtual table (base cIPCSession)
000aeea0	IPCSystem	IPCSystem
00050010	Delete__22cSharedData_AnimBitmapP22cSharedData_AnimBitmap	cSharedData_AnimBitmap::Delete(cSharedData_AnimBitmap *)
00076040	CalcAddr__8cGD_LFB8RCt6tPoint1Zl	cGD_LFB8::CalcAddr(const tPoint<long> &)
000ac7c0	__vt_20cSoundRecorderThread	cSoundRecorderThread virtual table
00093510	InternalDisconnect__11cIPCO_TCPIP	cIPCO_TCPIP::InternalDisconnect()
00043810	Hide__10cVOConsole	cVOConsole::Hide()
0008c870	__tf9cSprClick	cSprClick type_info function
00094430	CreateTCPIPClient__16cIPCSystem_LinuxbPCcUl	cIPCSystem_Linux::CreateTCPIPClient(bool, const char *, unsigned long)
00084e70	_._12cMsgReceiver	cMsgReceiver::~cMsgReceiver()
00069190	PutAnimBitmapLMask_I__9cGD_LFB16R11cAnimBitmapUlR7cBitmapRC10cRectangleRCt6tPoint1ZlP12cPaletteFull	cGD_LFB16::PutAnimBitmapLMask_I(cAnimBitmap &, unsigned long, cBitmap &, const cRectangle &, const tPoint<long> &, cPaletteFull *)
0006bbb0	_._9cGD_LFB16	cGD_LFB16::~cGD_LFB16()
0007d370	Process__12cVOMultiLineR6sInput	cVOMultiLine::Process(sInput &)
000c6efc	__ti16cEvent_Forwarder	cEvent_Forwarder type_info node
0008b180	GetWidth__10sVModeInfo	sVModeInfo::GetWidth()
00079e10	GetSession__15cIPCBrowser_IPXUl	cIPCBrowser_IPX::GetSession(unsigned long)
00083950	__tf25cSoundChannel_SoftwareMix	cSoundChannel_SoftwareMix type_info function
0008f290	Activate__7cScreen	cScreen::Activate()
0009d540	__vt_9cEnvClass	cEnvClass virtual table
0005eff0	GetNofChildren__C6cHNode	cHNode::GetNofChildren() const
00047b10	__tf12cApplication	cApplication type_info function
00083490	GetDataSLEWMR__25cSoundChannel_SoftwareMix	cSoundChannel_SoftwareMix::GetDataSLEWMR()
000a5c20	__vt_10cIPCServer	cIPCServer virtual table
000a0060	__vt_10cVOTextBox	cVOTextBox virtual table
0009bd6c	__vt_12cData_Bitmap	cData_Bitmap virtual table
000807c0	GetCount__7cRandom	cRandom::GetCount()
00053e60	HandleOk__8cVOFiler	cVOFiler::HandleOk()
00083c90	SetSource__13cSoundConvertG12cSoundFormatbUlPvUl	cSoundConvert::SetSource(cSoundFormat, bool, unsigned long, void *, unsigned long)
000530a0	__op10cOldString__7cEnvVar	cEnvVar::operator cOldString()
000954e0	__ami__8cDayTimeT0	cDayTime::operator-=(cDayTime)
00081560	Do__6cMixerPvUlRt5tList1Z25cSoundChannel_SoftwareMixUs	cMixer::Do(void *, unsigned long, tList<cSoundChannel_SoftwareMix> &, unsigned short)
0008d110	_._7cScreen	cScreen::~cScreen()
00098880	__tft5tNode1Z7cSprite	tNode<cSprite> type_info function
0005d100	LFB16_FillAdd	LFB16_FillAdd
000506d0	Load__12cData_Sample	cData_Sample::Load()
0006f670	VLineAdd__9cGD_LFB24RCt6tPoint1ZlUlG6cColor	cGD_LFB24::VLineAdd(const tPoint<long> &, unsigned long, cColor)
00095f10	CreatePipe__5cPipePCc	cPipe::CreatePipe(const char *)
0007ea90	Blue__8cPaletteUl	cPalette::Blue(unsigned long)
000974d0	__t6cArray1ZPci	cArray<char *>::cArray(int)
0007ecf0	GetPalette32__12cPaletteFull	cPaletteFull::GetPalette32()
0004c230	IsValid__7cDirent	cDirent::IsValid()
0007b5f0	_._9cMemBlock	cMemBlock::~cMemBlock()
0006b5d0	FillSub__9cGD_LFB16G6cColorRC10cRectangle	cGD_LFB16::FillSub(cColor, const cRectangle &)
000549a0	Close__5cFile	cFile::Close()
000904b0	Filter__5sRiff	sRiff::Filter()
0005e0b0	LFB32_VLine	LFB32_VLine
000a657c	__vt_9cMemBlock	cMemBlock virtual table
00047a00	IsTimerRequired__12cApplication	cApplication::IsTimerRequired()
000af058	__vt_t9tMemBlock1Z6cColor.10cMemBlock_	tMemBlock<cColor> virtual table (base cMemBlock_)
00095940	Kill__7cThread	cThread::Kill()
000a7368	__vt_7cSample.10cMemBlock_	cSample virtual table (base cMemBlock_)
00083fb0	Write_Unsupported__13cSoundConvert	cSoundConvert::Write_Unsupported()
00083b90	__tf13cSoundChannel	cSoundChannel type_info function
00076020	Refresh__8cGD_LFB8RC10cRectangle	cGD_LFB8::Refresh(const cRectangle &)
000582d0	PutText__FR3cGDR5cFontPCcGt6tPoint1ZlP12cPaletteFull	PutText(cGD &, cFont &, const char *, tPoint<long>, cPaletteFull *)
000c6f08	__ti11cEventMulti	cEventMulti type_info node
00059e00	_._9cVOWindow	cVOWindow::~cVOWindow()
0008c430	__tf14cSprABitmapAdd	cSprABitmapAdd type_info function
000973d0	__tf9cKeyboard	cKeyboard type_info function
0005a6b0	__tf9cVOMsgBox	cVOMsgBox type_info function
00092280	__opPCc__3DEC	DEC::operator const char *()
0007be30	BeginPull__11cMemoryPipeUl	cMemoryPipe::BeginPull(unsigned long)
00093070	StartRecord__16cSoundCard_LinuxR20cSoundRecorderBufferUcUl	cSoundCard_Linux::StartRecord(cSoundRecorderBuffer &, unsigned char, unsigned long)
00096d80	IncrementTo__t6cArray1ZPci	cArray<char *>::IncrementTo(int)
00043b10	MoveToNextWord__11cLineEditor	cLineEditor::MoveToNextWord()
00072de0	PutAnimBitmapLMask_I__9cGD_LFB32R11cAnimBitmapUlR7cBitmapRC10cRectangleRCt6tPoint1ZlP12cPaletteFull	cGD_LFB32::PutAnimBitmapLMask_I(cAnimBitmap &, unsigned long, cBitmap &, const cRectangle &, const tPoint<long> &, cPaletteFull *)
00044f20	GetPos__11cLineEditor	cLineEditor::GetPos()
0004fbe0	_Validate__16cData_AnimBitmap	cData_AnimBitmap::_Validate()
00094390	CreateSerialServer__16cIPCSystem_LinuxbUl	cIPCSystem_Linux::CreateSerialServer(bool, unsigned long)
0007ae10	__12cKeySequence	cKeySequence::cKeySequence()
00052890	_._8cEditRow	cEditRow::~cEditRow()
00083920	IsStereo__25cSoundChannel_SoftwareMix	cSoundChannel_SoftwareMix::IsStereo()
0005f690	__15cLocaleDataBase	cLocaleDataBase::cLocaleDataBase()
00047af0	VideoRequired__12cApplication	cApplication::VideoRequired()
00080aa0	Construct__7cSampleG12cSoundFormatbUlUl	cSample::Construct(cSoundFormat, bool, unsigned long, unsigned long)
0005bc80	LFB15_VLineAdd	LFB15_VLineAdd
000574b0	GetNext__11sFLC_Prefix	sFLC_Prefix::GetNext()
000c54a8	EnvSystem	EnvSystem
00098ab0	__thunk_4__._16cSoundCard_Linux	[thunk 4] cSoundCard_Linux::~cSoundCard_Linux()
0007a430	IsCollected__17cIPCOStream2Block	cIPCOStream2Block::IsCollected()
00098500	__thunk_12_IsStereo__25cSoundChannel_SoftwareMix	[thunk 12] cSoundChannel_SoftwareMix::IsStereo()
00078de0	__tf5cIPCO	cIPCO type_info function
0005edf0	DeleteList__6cHList	cHList::DeleteList()
000c7048	__ti5cNode	cNode type_info node
000c70f4	__tit5tNode1Z15cIPCSession_IPX	tNode<cIPCSession_IPX> type_info node
00083e10	Copy__13cSoundConvert	cSoundConvert::Copy()
0007b830	__12cMemBlockPTRP10cMemBlock_Ul	cMemBlockPTR::cMemBlockPTR(cMemBlock_ *, unsigned long)
00049030	__11cVOPulldownRC10cRectangleR7cBitmapR5cFontPCce	cVOPulldown::cVOPulldown(const cRectangle &, cBitmap &, cFont &, const char *, ...)
00053380	Read__24cCompatibilityFileSystemG3PTRUl	cCompatibilityFileSystem::Read(PTR, unsigned long)
000574d0	IsValid__11sFLC_Prefix	sFLC_Prefix::IsValid()
00075b70	Fill_I__8cGD_LFB8G6cColorRC10cRectangle	cGD_LFB8::Fill_I(cColor, const cRectangle &)
00042e70	IncraseLine__8cConsoleii	cConsole::IncraseLine(int, int)
00077470	FillAlfa__9cGD_SFB16G6cColorRC10cRectangle	cGD_SFB16::FillAlfa(cColor, const cRectangle &)
000464e0	SetSoundSrv__10cVOAButtonR12cSoundServer	cVOAButton::SetSoundSrv(cSoundServer &)
0009b260	__vt_13cAnimSkeleton	cAnimSkeleton virtual table
0007ade0	ConvertRawkey__9cKeyboardl	cKeyboard::ConvertRawkey(long)
0007b6e0	__9cMemBlock	cMemBlock::cMemBlock()
0007ae30	__12cKeySequencePCc	cKeySequence::cKeySequence(const char *)
000747e0	FillAdd__9cGD_LFB32G6cColorRC10cRectangle	cGD_LFB32::FillAdd(cColor, const cRectangle &)
000984e0	__thunk_12_Play___25cSoundChannel_SoftwareMixR7cSampleUlUl	[thunk 12] cSoundChannel_SoftwareMix::Play_(cSample &, unsigned long, unsigned long)
0005ebc0	__9cLibMousePCc	cLibMouse::cLibMouse(const char *)
00055490	__tf5cFile	cFile type_info function
00047800	IsDisabled__10cVOAButton	cVOAButton::IsDisabled()
00092610	__tf18cTimerSystem_Linux	cTimerSystem_Linux type_info function
00090c10	Power__6DOUBLET0	DOUBLE::Power(DOUBLE)
000907a0	GetSampleLength__5sWave	sWave::GetSampleLength()
0004ba00	Process_Text_ObjectBuilder__15cAnimTextReaderPcUl	cAnimTextReader::Process_Text_ObjectBuilder(char *, unsigned long)
00081440	Step__20cSoundRecorderBuffer	cSoundRecorderBuffer::Step()
0005c590	LFB16_PutBitmapAdd	LFB16_PutBitmapAdd
0004b7f0	GetRectAddress__C11cAnimBitmap	cAnimBitmap::GetRectAddress() const
0004d070	Load__12cData_Bitmap	cData_Bitmap::Load()
0006b900	HLineSub__9cGD_LFB16RCt6tPoint1ZlUlG6cColor	cGD_LFB16::HLineSub(const tPoint<long> &, unsigned long, cColor)
000a6fc0	__vt_12cVOMultiLine	cVOMultiLine virtual table
00062210	PutBitmapAMask_I__9cGD_LFB15R7cBitmapRC10cRectangleRCt6tPoint1ZlP12cPaletteFull	cGD_LFB15::PutBitmapAMask_I(cBitmap &, const cRectangle &, const tPoint<long> &, cPaletteFull *)
00097160	__tf5cHeap	cHeap type_info function
00051190	Key__10cVOEditRow8eKeyCodeb	cVOEditRow::Key(eKeyCode, bool)
0004fd70	_Validate__12cData_Bitmap	cData_Bitmap::_Validate()
0006f790	VLineAlfa__9cGD_LFB24RCt6tPoint1ZlUlG6cColor	cGD_LFB24::VLineAlfa(const tPoint<long> &, unsigned long, cColor)
00094010	__16cIPXSocket_LinuxiUl	cIPXSocket_Linux::cIPXSocket_Linux(int, unsigned long)
000500d0	GetAnimBitmap__22cSharedData_AnimBitmap	cSharedData_AnimBitmap::GetAnimBitmap()
0008ffc0	Initialize__8cVObject	cVObject::Initialize()
0009d388	__vt_8cEditRow	cEditRow virtual table
0005d340	LFB24_PutBitmapSub	LFB24_PutBitmapSub
0008b720	Refresh__7cSprite	cSprite::Refresh()
00091de0	GetActualTrack__9cCD_Linux	cCD_Linux::GetActualTrack()
0005c940	LFB16_VLineAlfa	LFB16_VLineAlfa
00053410	Rename__24cCompatibilityFileSystemPCcT1	cCompatibilityFileSystem::Rename(const char *, const char *)
00082e80	IsActive__3cAO	cAO::IsActive()
0009bd60	__vt_12cData_Bitmap.10cMemBlock_	cData_Bitmap virtual table (base cMemBlock_)
00078890	PutBitmapAlfa_I__8cGD_SFB8R7cBitmapRC10cRectangleRCt6tPoint1ZlP12cPaletteFull	cGD_SFB8::PutBitmapAlfa_I(cBitmap &, const cRectangle &, const tPoint<long> &, cPaletteFull *)
00098520	__thunk_12_SetVolume__25cSoundChannel_SoftwareMixRC7cVolume	[thunk 12] cSoundChannel_SoftwareMix::SetVolume(const cVolume &)
00078600	Fill_I__8cGD_SFB8G6cColorRC10cRectangle	cGD_SFB8::Fill_I(cColor, const cRectangle &)
0008b090	GetBufferTech__C13cVModeRequest	cVModeRequest::GetBufferTech() const
00092990	__20cSoundRecorderThreadiR20cSoundRecorderBuffer	cSoundRecorderThread::cSoundRecorderThread(int, cSoundRecorderBuffer &)
00078d90	_._5cIPCO	cIPCO::~cIPCO()
000c6e44	__ti13cData_MapItem	cData_MapItem type_info node
00057550	GetNext__13sFLC_SubChunk	sFLC_SubChunk::GetNext()
00043330	EchoOff__6cShell	cShell::EchoOff()
00093d50	Refresh__17cIPCBrowser_TCPIP	cIPCBrowser_TCPIP::Refresh()
000879d0	GetSetPageFunction__4cVVC	cVVC::GetSetPageFunction()
0004a190	Process__11cVOPulldownR6sInput	cVOPulldown::Process(sInput &)
00074bd0	VLineAlfa__9cGD_LFB32RCt6tPoint1ZlUlG6cColor	cGD_LFB32::VLineAlfa(const tPoint<long> &, unsigned long, cColor)
0008f260	GetPalette__7cScreen	cScreen::GetPalette()
00065b80	Line__9cGD_LFB15RCt6tPoint1ZlT1G6cColor	cGD_LFB15::Line(const tPoint<long> &, const tPoint<long> &, cColor)
00082c40	_._12cSoundServer	cSoundServer::~cSoundServer()
00059e70	Notify__9cVOMsgBoxRC10sVOMessage	cVOMsgBox::Notify(const sVOMessage &)
0008ba70	Process__9cSprClick	cSprClick::Process()
0004c6c0	SaveAsBMP_16__FR7cBitmapPCc	SaveAsBMP_16(cBitmap &, const char *)
00090030	GetMirrorGD__8cVObject	cVObject::GetMirrorGD()
0008bb20	Init__9cSprClick	cSprClick::Init()
0006baf0	CalcAddr__9cGD_LFB16RCt6tPoint1Zl	cGD_LFB16::CalcAddr(const tPoint<long> &)
000c6d94	__ti10cVOAButton	cVOAButton type_info node
00091b70	WaitVBlank	WaitVBlank
00048f80	Disable__10cVOListReqUl	cVOListReq::Disable(unsigned long)
00075de0	VLineSub__8cGD_LFB8RCt6tPoint1ZlUlG6cColor	cGD_LFB8::VLineSub(const tPoint<long> &, unsigned long, cColor)
0005ea20	LFB8_HLine	LFB8_HLine
00057520	GetSize__13sFLC_SubChunk	sFLC_SubChunk::GetSize()
00097560	SetEmpty__t6cArray1ZPc	cArray<char *>::SetEmpty()
0007bcd0	BeginPush__11cMemoryPipeUl	cMemoryPipe::BeginPush(unsigned long)
0005cb70	LFB16_PutBitmap8_AMask	LFB16_PutBitmap8_AMask
0008ff60	SendMsg__8cVObjectUl	cVObject::SendMsg(unsigned long)
00080070	GetColor32__C6cColor	cColor::GetColor32() const
000531b0	__16cEvent_ForwarderP11cEventMulti	cEvent_Forwarder::cEvent_Forwarder(cEventMulti *)
00054ba0	Append__5cFileG3PTRUl	cFile::Append(PTR, unsigned long)
00082e00	__19cSoundServerChannel	cSoundServerChannel::cSoundServerChannel()
0005b360	__9cVOBitmapRCt6tPoint1ZlR7cBitmapbUsP8cVObject	cVOBitmap::cVOBitmap(const tPoint<long> &, cBitmap &, bool, unsigned short, cVObject *)
00087720	DoubleBuffering__C4cVVC	cVVC::DoubleBuffering() const
00079410	IsUsed__9cIPCO_IPX	cIPCO_IPX::IsUsed()
0008f250	GetPointer__7cScreen	cScreen::GetPointer()
0004bbd0	Refresh__10cDirectory	cDirectory::Refresh()
00093dd0	Open__17cIPCSession_TCPIP	cIPCSession_TCPIP::Open()
00098820	_._7cSprite	cSprite::~cSprite()
0005b500	__tf9cVOBitmap	cVOBitmap type_info function
00090d00	Sinh__6DOUBLE	DOUBLE::Sinh()
000902a0	__10sVOMessage	sVOMessage::sVOMessage()
000793f0	IsConnected__9cIPCO_IPX	cIPCO_IPX::IsConnected()
0004d810	Load__13cData_Palette	cData_Palette::Load()
00050900	Action__8cEditRow10eER_Actionc	cEditRow::Action(eER_Action, char)
00097eb0	Initialize__10cVODragBox	cVODragBox::Initialize()
00069c40	PutAnimBitmapAlfa_I__9cGD_LFB16R11cAnimBitmapUlRC10cRectangleRCt6tPoint1ZlP12cPaletteFull	cGD_LFB16::PutAnimBitmapAlfa_I(cAnimBitmap &, unsigned long, const cRectangle &, const tPoint<long> &, cPaletteFull *)
000c7384	__ti17cIPCSession_TCPIP	cIPCSession_TCPIP type_info node
000921c0	__8Log_FilePCc	Log_File::Log_File(const char *)
00084bf0	__10cOldString	cOldString::cOldString()
0008f810	Process__9cMasterVOR6sInput	cMasterVO::Process(sInput &)
000856d0	GetRecipient__11cMsgRecNode	cMsgRecNode::GetRecipient()
000c72dc	__ti10cIntuition	cIntuition type_info node
00095800	__5cTaskPCc	cTask::cTask(const char *)
0008c460	_._14cSprABitmapAdd	cSprABitmapAdd::~cSprABitmapAdd()
0008f0b0	GetScroll__10cIntuition	cIntuition::GetScroll()
0007afa0	__as__12cKeySequenceRC12cKeySequence	cKeySequence::operator=(const cKeySequence &)
00090450	Set__7cVolumess	cVolume::Set(short, short)
0007b910	SetPriority__10cMemBlock_Us	cMemBlock_::SetPriority(unsigned short)
00082460	SetMasterVolume__22cSoundCard_SoftwareMixRC7cVolume	cSoundCard_SoftwareMix::SetMasterVolume(const cVolume &)
0004adf0	Construct__7cBitmapRC10cDimension7eBMType	cBitmap::Construct(const cDimension &, eBMType)
00057360	GetDataAddr__18sFLC_FrameColor256	sFLC_FrameColor256::GetDataAddr()
0008fb40	SetReq__8cVObjectb	cVObject::SetReq(bool)
000477b0	SetRepeatValues__10cVOAButtonUlUlUlUl	cVOAButton::SetRepeatValues(unsigned long, unsigned long, unsigned long, unsigned long)
000524e0	__opPc__10cVOEditRow	cVOEditRow::operator char *()
00053990	Request__8cVOFilerR7cScreen	cVOFiler::Request(cScreen &)
0004a7b0	__tf13cAnimSkeleton	cAnimSkeleton type_info function
00090930	IsStereo__Q25sWave7sFormat	sWave::sFormat::IsStereo()
0004b380	GetBoundingBox__11cAnimBitmap	cAnimBitmap::GetBoundingBox()
000902d0	__6sInput6eIType6eMButt	sInput::sInput(eIType, eMButt)
000806d0	Random__7cRandomUs	cRandom::Random(unsigned short)
00080880	Init__7cRandomUs	cRandom::Init(unsigned short)
00055bc0	TimerProc__14cFLCAnimPlayer	cFLCAnimPlayer::TimerProc()
0006af20	PutAnimBitmapSub_I__9cGD_LFB16R11cAnimBitmapUlRC10cRectangleRCt6tPoint1ZlP12cPaletteFull	cGD_LFB16::PutAnimBitmapSub_I(cAnimBitmap &, unsigned long, const cRectangle &, const tPoint<long> &, cPaletteFull *)
0005d270	LFB24_PutBitmapAdd	LFB24_PutBitmapAdd
00097020	__tf10cDirectory	cDirectory type_info function
0005d5a0	LFB24_VLineAdd	LFB24_VLineAdd
0004fdf0	_Validate__13cData_Palette	cData_Palette::_Validate()
000c7310	__ti10cSoundPlay	cSoundPlay type_info node
0004b790	SetType__11cAnimBitmap7eBMType	cAnimBitmap::SetType(eBMType)
00047cc0	__10cVOListReqRCt6tPoint1ZlR7cBitmapR5cFontPCce	cVOListReq::cVOListReq(const tPoint<long> &, cBitmap &, cFont &, const char *, ...)
000c6eb4	__ti8cEditRow	cEditRow type_info node
